"Nama ","Review","Label"
"Ian Ito","kapok booking hotel dr applikasi ini,pertama x sy booking hotel lalu sy lngsg melakukan pembayaran tp evocer tdk dikirim2 smp2 sy hrs ribut dgn pihak hotel, ber xx tlp cs hanya di jwb dgn ""baik nanti akan kami cek"" smp 4x sy tlp ud hbs kesabaran sy br ada penyelesaian,,,,,beda sx dgn applikasi ttga ...Ulasan Lengkapkapok booking hotel dr applikasi ini,pertama x sy booking hotel lalu sy lngsg melakukan pembayaran tp evocer tdk dikirim2 smp2 sy hrs ribut dgn pihak hotel, ber xx tlp cs hanya di jwb dgn ""baik nanti akan kami cek"" smp 4x sy tlp ud hbs kesabaran sy br ada penyelesaian,,,,,beda sx dgn applikasi ttga sebelah pelayanan cpt mudah gak ribet","NEGATIF"
"Zola Manchunian","Kecewa banget ama apk ini, udah pesan dari 3 bulan lalu, sampe hari H belum keluar E-tiketnya. Bagaimana kelanjutan refundnya?","NEGATIF"
"Oki Lukman","woooyyy....!!!!kenapa setelah di update saya jadi tidak bisa logg in tolong lah,,jangan permainkan costumer","NEGATIF"
"Afif Muhammad ramadhan","Aplikasinya kek kontol, yg kalo gk punya kek kuraaaaang","NEGATIF"
"Pengguna Google","knp saya tiap kali buka aplikasi slalu loading lama dan pd akhirnya pilihan penerbangan penuh","NEGATIF"
"Sansan Santi","tolong bener"" di update untuk jadwal kereta.di beranda msih tersedia ,tapi pas di book malah erorr ga ada daftar tunggu katanya.aneh.lemot juga","NEGATIF"
"Muhammad Abdul Fattah","alah gua udah transfer belom di terima juga, nyari fiture live chat ga ada,nyoba telfon malah dimatiin payah banget dah makan tuh duit gua!! pindah ke traveloka aja mending","NEGATIF"
"Syam Stim-lpi","Harga sama saja mending langsung dari google cari harga tiket dari pada harus unduh aplikasi tiket, bikin habis habis kuota saja Idont recomendet","NEGATIF"
"Monica Choirinisa","ga jelas,error mulu mau pesen tiket. kalo emang tiket udah hbs kasih keterangan. di cobain drtd error terus.","NEGATIF"
"Yusuf Anansyah","Aplikasi goblook, gak bisa pesen tiket kereta, bohongan doang","NEGATIF"
"Qudsiah Nur Avia","Mohon maaf sebelumnya, untuk atas nama Qudsiah Nur Avia apa sudah ditindak lanjuti ? katanya bisa dibantu untuk pemesanan ulang tp ditunggu tunggu pun lamaaaaaaa sekali. Mohon penjelasan dan lebih responsif.","NEGATIF"
"BUKHARI HIDAYAH","untuk komplenan tanggapan nya payah benar anjing payah banget..... jangan pernah pesan tiket lewat ini kalo mau di Traveloka saja","NEGATIF"
"iwan martanto","tiket air asia tidak ada lagi disini, mending di uninstal aja, langsung ke website air asia aja beli nya","NEGATIF"
"Uwais Al Qarni","kenapa pas pesan ada tiket infant gak bisa ? klo gak ada infant bisa pesan.. masa gak boleh bawa bayi","NEGATIF"
"simon ngantung","Saya suka aplikasi ini krn sangat membantu saya dlm mendapatkan harga yg relatif murah dan baik","NEGATIF"
"joya sitorus75","Saya sudah banyak poin tapi sampai sekarang tidak bisa saya pakai. Alias tidak bisa di ambil.","NEGATIF"
"Arifin Ipin","terlalu mahal tiket pesawat nya gmna bilang ada promo tp harga tiket lebih dari harga standar buang kota aja download aplikasi ini","NEGATIF"
"Yuli Dian Fisnanto","Sayang sekali untuk Bandara Silampari Lubuklinggau tidak ditemukan, padahal sebelum di update tersedia !","NEGATIF"
"anonim","ini adalah aplikasi yang sangat gk berguna. Tobat gue. Pas besoknya mau berangkat, Eh tiba-tiba batal.","NEGATIF"
"dani mahesa","aplikasi penipu...orang pesan tiket pesawat giliran uang sudah di transfer mala di cancel dengan alasan sistem eror","NEGATIF"
"Pengguna Google","Psn tiket garuda harga 2jtan,dimasukkan kode imlektiket500 disuruh cek syarat ketentuan, kmrn jg Bali ke osaka bgtu, pake Indonesia flight baru bisa pot 500rb, mengecewakan","NEGATIF"
"Gabby Wijaya","kenapa pas searching di tanggal harga murah tapi pas di klik berbeda dengan realnya? tolong kasih harga yg jujur yah... kayak di phpin saja..","NEGATIF"
"Joo Whon","kenapa selalu coba lagi, padahal sudah di update, sinyal bagus paketan banyak,.. jadi g bisa cari tiket.","NEGATIF"
"octaviani karina","aplikasi pembohong, dana refund dari nov 2018 belum juga balik. tiap ditanya bilangnya sedang dicek. ngecek kok sampai 3 bulan??. gak lagi2 booking tiket dan hotel di sini !!!!","NEGATIF"
"Tri Puji Astuti","awalnya si bagus tapi kenapa di app selalu eror untuk pemesanan tiket kereta nya.kalo emang kursi penuh ya di kasih not. udah di email gak ada balasan","NEGATIF"
"BELITUNG CERIA Tour & Travel","Tidak mendapatkan pemberitahuan adanya perubahan flight... Dan tidak ada kejelasan setelah di lapor..","NEGATIF"
"Nisrina Nur Farkhana","parahh saya pesan sudah penuh terus, tapi pas di refresh masih ada , giliran saya oesan malah penuh !!","NEGATIF"
"Dessy Paliama","tidak usa mengiklankan ini saya..gak ada gunanya sama sekali..","NEGATIF"
"Pengguna Google","Percuma ada promo geledek... kalo mau di booking malah gak bisa.... buruk bangett","NEGATIF"
"sonia dora","dana refund saya msh blm dkrim, tdk ada pnjlasan. sangat kecewa.. tlong bls email saya","NEGATIF"
"rekha_ ridsan","gak sinkron dgn harga d iklan... hoaks nya pakai banget harga tiket d iklan","NEGATIF"
"Anang Nahumaruri","saya sudah bayar tetapi pesanan saya tulisannya kadaluarsa. saya wa ca yang katanya 24 jam tetapi tidak dibalas","NEGATIF"
"Heru kirana Prabudi","uang saya uda sebualb lebih belum di kembalikan dasar penimu.. rakyat uda suah jagn di bikin susah","NEGATIF"
"Bisma Aji anugrah","Mau Refund aja susah bener, udah di wa sama email dari jam 10 pagi tadi sampe skrg blm ada respon kejelasan! Tai","NEGATIF"
"Retno enokilum","Saya mau reschedule penerbangan saya Katanya bisa lwat telfon WA Tapi sudah dihubungi semua slow respon malah ngk dibalas telfon ngk diangkat. Kalau seperti ini saya harus menghubungi siapa?","NEGATIF"
"Mosbir Bro","Saya refund / ingin membatalkan tiket yg sudah saya boking . Tapi ngak ada respon dari pihak maskapai . Udah 3 hari saya refund . Tolong lebih tegas","NEGATIF"
"alyxe.r Channel","Ini cara nemuin tiket konser kpop dimana sih udah di ketik ""tiket konset kpop"" tpi malah keluar yang wahana wahana bermain, apasii gajelas anjiirrrr","NEGATIF"
"Rahmat Hidayat","Saya sudah sering pakai tiket untuk pesan pesawat,,tapi pas rifund respon dari CS nya kenapa lambat ea,sudah sya bela2in nelfon CS mya tapi gk ada respon......apa CS gk ada yg jaga?","NEGATIF"
"jayccousticaker baker","Lambatnya penangangan refund,melakukan panggilan ke cs tidak bisa, whatsapp juga tidak di balas Sudah ada wabah covid 19 ga bisa refund full","NEGATIF"
"Putri Pratiwi","Amat sangat kecewa karena pembatalan tiket ga bisa di lakukan secara online,padahal sedang ada virus corona harus nya bisa untuk menghindari penularan virus corona.","NEGATIF"
"Rio Dika","Saya kecewa tidak ada penerbangan di aplikasi ini","NEGATIF"
"Dage Bungkil","Amat membantu dalam pembelian tiket dan Booking hotel. Interface friendly, penyimpanan data booking mengefektifkan","POSITIF"
"Gusti Ayu","Kenapa pas liat tanggalnya harganya cuma 1 jt an, tpi pas di cari penerbangan, paling murah 3 jt .itu kenapa ya .mohon penjelasannya?","POSITIF"
"Ahmad Addin Taihitu","Mantap ni aplikasi gk kayak tetangga sebelah yg sok sok an logonya macam twitter ( a.k.a traveloka ) lagi pula di sini always promo garuda dan sriwijaya air group","POSITIF"
"Vicha Hikaru","Aku suka pake aplikasi ini, bisa pesen tiket 3 jam sbelum keberangkatan lhoooo Gak pake ribet lagiii Terimakasih atas pelayanannya  ","POSITIF"
"Marwan Alexander","Sebenarnya sy suka aplikasi ini. Mudah cr akomodasi & banyak diskon. Pengalaman? Ya ada plus minusnya sih. dr yg paling berkesan sampai yg paling menyebalkan. Yg paling berkesan waktu cekin hotel di jogja, kamar yg sy pesan penuh semua padahal sdh bayar & voucher ada. AKHIRNYA sy dpt kamar ""upgrade""...Ulasan LengkapSebenarnya sy suka aplikasi ini. Mudah cr akomodasi & banyak diskon. Pengalaman? Ya ada plus minusnya sih. dr yg paling berkesan sampai yg paling menyebalkan. Yg paling berkesan waktu cekin hotel di jogja, kamar yg sy pesan penuh semua padahal sdh bayar & voucher ada. AKHIRNYA sy dpt kamar ""upgrade"" di hotel yg sm tanpa tambahan biaya apapun. Yg menyebalkan pernah mau ubah tanggal, msh H-1 yg sesuai S&K bisa diubah. Tetapi sm CS nya disuruh ngurus sendiri ke hotel & hotelnya tdk mau. Hanguslah","POSITIF"
"Andy Juhairianto","Terima kasih kasih atas fitur dan pelayanannya, sangat memuaskan dan sesuai apa yang saya mau, pertahankan seperti ini, saya beri rating 5","POSITIF"
"Anto Cent","Beli tiket dimanapun bayar kapanpun. Rekomen buat beli tiket kai lebaran.","POSITIF"
"Achmad Jaelani","Luar biasa...memudahkan perjalanan kita...dimanapun kita berada...  ","POSITIF"
"Rina Nose","Mantap jiwa ini aplikasi bikin deg deg.n aja kalo pas nyari buat lebaran ... Good apk .. I like this  ","POSITIF"
"shochib ahmad","Aplikasi sangat membantu keperluan ketika ingin bepergian","POSITIF"
"sari palupi","Saya senang pesan Hotel ini lewat tiket. Com karena mudah dan cepat, dan untuk hotel yg kami pilih sangat menyenangkan bersih, harum, dekat dengan area kuliner makanan, pusat kota, dekat bila ingin ke beberapa Mall, suasananya nyaman dan selalu hidup. :-)","POSITIF"
"muhammad juna","Loading aplikasi nya sangat lancar gak bikin kesel,cobain deh !! ","POSITIF"
"Mualifatul Khikmah","Disini pesen tiket lebaran ga eror klo ditempat lain eror2 terus... suka sekali thks bisa beli tiket tanpa hrus eror kaya yg lain  ","POSITIF"
"Dian Anggraini","Sangat mudah, gak ribet, dan in shaa Allah amanah.","POSITIF"
"Agus Suyanto Karwita","Sangat praktis...Hanya sayang tdk ada paket pesawat+hotel..","POSITIF"
"K Juliano Aer","Aplikasinya cocok utk kami di daerah dgn kapasitas internet terbatas.. ","POSITIF"
"Poppy Tarigan","Semua promo dan juga fitur-fitur yang dimiliki Aplikasi ini sangat jelas dan detail dan dijelaskan sehingga kita tidak usah bingung atau susah nyarinya, hanya saja saya kan baru pertama kali pakai terus saya mau pakai promo tiket new dan nggak bisa dipakai itu saya nggak ngerti kenapa.","POSITIF"
"Udi Cah Ktc","Buat hari biasa atau normal oke banget aplikasi ini......tapi buat beli TIKET KERETA LEBARAN SUNGGUH MENGECEWAKAN......PASTI GAK GAK PERNAH DAPAT","POSITIF"
"Puspita Fransiska","Sy merasa puas dengan adanya tiket com hotel ini sangat membantu semua orang jg mempermudah mendapatkan harga tiket pesawat , tiket kereta murah dan tempat hotel yg muda kita cari sekali terima kasih .","POSITIF"
"seaferer batam","Sangat baik, hanya saja promonya menarik yang dulu untuk promo penerbangan, sekarang syaratnya minimal transaksi 2jt ke atas, kalau ada fitur langganan, boleh juga kali yaa","POSITIF"
"Mun Bamban","Luar biasa, sangat mudah, murah, bisa repund apabila gk kd berangkat, bisa atur jadwal kembali klo tiba2 ada jadwal yg beruban, krn cukup telp operator fan mereka akan melayani dgn senang hati","POSITIF"
"Dean Birim","Bagus, cepat dan mudah. Semoga promo tiket n hotel murahnya makin banyak.","POSITIF"
"Rudi Yanto","secara garis besar aplikasi bagus, tapi kekuranganya tidak bisa ubah alamat email yg sudah terdaftar","POSITIF"
"fauzi oji","Oke banget tp tahun ini saya tidak mudik lebaran","POSITIF"
"Haeli","Tingkatkan lagi dan banyakin promonya. Terima kasih","POSITIF"
"Achmad Rifai","Bagus sangat membantu","POSITIF"
"Dutamulia Tuba","Aplikasi ini Mudah (bagi yg gaptek seperti saya)","POSITIF"
"Avih Zhibran","Tak ada yang lain... Beli tiket ya di sini riwayat pemesanan dan yang di email terhapus... Tapi CS nya ramah banget dan bantu untuk bukti pemesanan tiket Terima kasih","POSITIF"
"Lia Julian","Sangat membantu dalam melakukan travelling. Dari beli tiket pesawat sejak jauh hari dan booking hotel. Trs dapet TIX point lagi utk dipake jalan2 atau melakukan spa. Keren .. Banyakin promo lagi donk hehe..","POSITIF"
"Chepy Ridwan","Semua lancar, aman dan ga ada masalah.. Respon cepat... ini baru recomended.. jadilah bijak","POSITIF"
"Abdie Fadjar","Apk yg sangat membantu. Tiket udah murah masih dapet diskonan pula.","POSITIF"
"Rezky Gonibala","Sangan Membantu... Cara Mudah Memesan Tiket Pesawat Sampai Bookkng Hotel...   ","POSITIF"
"asin W","Saran saya, jika saat boking hotel lebih diperjelas harga perjam atau permalam","POSITIF"
"THE HC","Sangat menbantu saya dalam hal traveling ...terima kasih","POSITIF"
"fatonah rensa","Sangat cocok utk bepergian dan banyak kejutan","POSITIF"
"yenata novitasari","sukaa bangeet, urusan pesan memesan pesawat, kreta dan hotel jadi gampaang pakek aplikasi inii... Yg lbh nyenengin lagi, tix point nya bisa ditukar dgn macem2 voucher...","POSITIF"
"Monique Fransiska De Retno","Baru pertama kali pake aplilasi ini semoga kedepan nya tidak ada masalah","POSITIF"
"Suherman Saputra","Sangat memudahkan Terimakasih semoga makin jaya, Apalagi kalo disediakan juga utk aplikasi chek in onlinenya pasti lebih mantap","POSITIF"
"Noorindah Sarilakoro","Mudah d pahami bgi org awam utk pemesanan online, aplikasi ini sangat membantu n mempermudah untuk pemesanan tiket, thanks   ","POSITIF"
"Hadi Suswojo","Sangat bagus dan memuaskan banyak konsumen di seluruh Indonesia","POSITIF"
"Mugio Bagyo","Bagus mudah mudahan gampang cari tiket kereta lebaran","POSITIF"
"Muhd.Jonni Effendi Lubis","Sangat membantu dan mudah mencari ticket","POSITIF"
"Don Antonio","Mesennya enak bgt, milih hotelnya gampang, banyak pilihan...saran, harga hotelnya kalo lebih murah lagi aplikasi ini sengada lawan","POSITIF"
"Hermawan","Sy ingin dpt layanan terbaik n tercepat prosesnya, dipertahankan kwalitas kuantitas kenyamanan dgn tiket. Com. Thank you.","POSITIF"
"Sulaeman Willy","Mantapzz mudah dan gk ribet cara menggunakannya, tapi pasti tiketnya.tingkatkan trs...app paling TOP    untuk kritiknya..tolong MAFIA PERCALOAN TIKET DI BERANTAS.dan yg sy gk habis pikir knp tiap check ticket sll habis..terutama untuk class ekonomi.ntah benar2 habis terjual atau cuma permainan p...Ulasan LengkapMantapzz mudah dan gk ribet cara menggunakannya, tapi pasti tiketnya.tingkatkan trs...app paling TOP    untuk kritiknya..tolong MAFIA PERCALOAN TIKET DI BERANTAS.dan yg sy gk habis pikir knp tiap check ticket sll habis..terutama untuk class ekonomi.ntah benar2 habis terjual atau cuma permainan para penjahat pengelola ticket.","POSITIF"
"Arif Vp","Sangat membantu. Hanya saja mohon untuk tersedia di semua Bank di Indonesia. But it's oke mungkin perlu waktu  ","POSITIF"
"Mira Novika","Harga lebih murah dari pada yg lain, makasih...","POSITIF"
"neneng sri handayani","Dapat harga murah banget saat pesan hotel the rich hotel sleman yogja,top banget dah dapat delax lagi.... Jadi pingin terus dpt tiket2 promo dah","POSITIF"
"Anang Sarosa","tiket. Com memang oke sangat membantu kebutuhan fasilitas hotel + tiket pesawat menjadikan kami nyaman dalam bisnis maupun wisata dan rekreasi","POSITIF"
"Wiro Sableng","Saya suka. Tapi kalau bisa tambahkan tiket bus dan trevel donk min.","POSITIF"
"Rizki Fauzan","Mantap. Banyak promo promo menarik. Terima kasih tiket dot com.","POSITIF"
"rizal firmansyah","Suka gift voucher nya. Kangen gledek nya.","POSITIF"
"Agung Gumelar saputra","Bagus banyak promonya trus ketika refund juga gampang dan dipotong cuman 5000 perak","POSITIF"
"Dany Widya Putra","Sangat baik, semoga akan ada promo gledek lagi seperti yang dulu-dulu.","POSITIF"
"Budi Suhaeli","Pesan tiket lebih mudah........ Mantaaap......","POSITIF"
"Ridho Elsafrian","Mudah dlm pemesanan, nggak pakai ribet..  ","POSITIF"
"Bang Guzdin","Mantap, Pesanan cepat di proses","POSITIF"
"Sumarlin Sumarlin","Aplikasi nya benar2 gampang di gunakan, palayanan nya prima dan harganya juga kompetitif...","POSITIF"
"Timothy Dacosta","Aplikasi yang berdesain elegan dan menarik. Selain itu, terpercaya","POSITIF"
"Azka Azka","Selama pake alhamdulillah gk ada kendala  ...banyak voucher juga   ","POSITIF"
"LUTFY SURATY","Makasi .pesen tiket lebih mudah","POSITIF"
"Aira Gokil","saya sangat suka dengan aplikasi ini dapat membantu kita untuk membeli tiket kereta api dari mana saja terima kasih tiket,com","POSITIF"
"Ephyn Neslaka","Sangat bagus, pengalaman pertama menggunakan aplikasi ini tpi jadi pengen pake terus","POSITIF"
"Fajar Purnomo Ardi","Menu gampang, fleksibel membantu booking tiket","POSITIF"
"Narto Joyo","Sangat membantu pencarian tiket dengan mudah","POSITIF"
"Zeflin Lia","Masih mau mem beli..mudah"" han harganya murah terus ...sesuai saku perantau","POSITIF"
"Nietha Thiana","Puas deh ordern cpt ga ribet.","POSITIF"
"Kinasih Amara","Bagus dan pilihan transfernya banyak, jadi tidak perlu ke mesin atm","POSITIF"
"Andini boo","Jadi lebih mudah pesan tiket untuk pesawat udara. Terima kasih   ","POSITIF"
"Devina K. K.","Diskon nya mantap. ......","POSITIF"
"syafriyanputrimandiri printwahidah","Semoga menjadi aplikasi mudah dan murah meriah dan dapat berjaya dan membantu orang lain sebgai aplikasi yang bersaing","POSITIF"
"the mirror management","Luar biasa,semua perusahaan yg dlm group d...m pasti beri pelayanan yg maksimal,salut","POSITIF"
"Rere Putri","Sangat bagus. Memberikan harga dan pelayanan terbaik. Saya sudah berlangganan sejak 2014.","POSITIF"
"Andi Setyo Wibowo","Good, tingkatkan terus supaya jadi aplikasi yg terbaik","POSITIF"
"Princess Mystic","Sangat membantu.. aku kasi 5 bintang.. topp bingitzzz","POSITIF"
"Cardi Daffa","Sangat membantu cari tiket online","POSITIF"
"Robby Osmon","Terimakasih min. Aplikasi yang sangat membantu dan mempermudah melakukan transaksi online","POSITIF"
"Ester Arida Tampubolon","Mudah mendapatkan tiket dan lancar pelayanannya,semoga kedepan semakin baik.","POSITIF"
"Gabriel Hari","Aplikasi ini sangat good.Seneng jadinya dalam booking apapun","POSITIF"
"Ryan Taurus","Harga Lebih murah , tapi sayang fitur Pembayarannya kurang","POSITIF"
"faisal said","Harga yg ditawarkan banyak yg lebih murah dibandingkan penawaran dari aplikasi sejenis...... keren","POSITIF"
"eowyn marchez","Mudah pemesanan nya, cepat terpercaya","POSITIF"
"Imaduddin Ifai","Mudah untuk melakukan pesanan dan banyal diskon","POSITIF"
"Muhlisin","Saya pemakai tiket com sudah dua tahun dan hanya pakai aplikasi tiket com Saya suka tiket com karena ada tix point yang bisa di buat pembayaran transaksi","POSITIF"
"Husein Elsyairazy","Baguslah untuk saat ini..ada pembatalan engga misalkan udah pesen tiket?","POSITIF"
"Afif Firdaus","Aplikasi yg memudahkn utk membeli tiket pesawat dan hotel dan byk promonya","POSITIF"
"Syifa Nurafifah","Sangat memuaskan..memudahkan untuk membeli tiket pesawat","POSITIF"
"Yongki Afrido","Memuaskan,kedepan nya lebih bnyak lagi ya promo buat saya","POSITIF"
"Revaldo Gaming Designer","Luar biasa recommended, ga pake ribet <5 menit tiket lgsg terbit  ","POSITIF"
"Abiyaksa Gibran","Aplikasi nya kurang akurat...udah isi data masa kaga bisa boxing ticket kerta....","POSITIF"
